date,session_id,user_id,source,medium,device_category,country,sessions,pageviews,bounce,session_duration_sec,transactions,revenue
2024-05-25,S104222,U6835,email,email,desktop,United Kingdom,1,12,0,1232,0,0.0
2024-04-22,S104223,U6057,linkedin,cpc,mobile,Canada,1,7,1,1300,0,0.0
2024-03-23,S104224,U4319,email,none,desktop,India,1,5,0,1033,0,0.0
2024-02-12,S104225,U3349,email,cpc,mobile,India,1,13,1,703,1,17.03
2024-04-25,S104226,U3773,linkedin,organic,mobile,United Kingdom,1,11,0,1728,0,0.0
2024-06-11,S104227,U3262,linkedin,referral,mobile,Canada,1,14,0,759,0,0.0
2024-03-18,S104228,U4229,bing,referral,mobile,Australia,1,6,0,346,0,0.0
2024-02-27,S104229,U3116,linkedin,none,desktop,Canada,1,1,0,1339,0,0.0
2024-02-02,S104230,U1392,google,organic,mobile,Canada,1,7,0,105,0,0.0
2024-01-14,S104231,U2108,google,email,desktop,India,1,12,0,1003,0,0.0
2024-06-10,S104232,U5362,instagram,cpc,desktop,United States,1,5,0,1028,1,139.63
2024-05-11,S104233,U6188,linkedin,email,desktop,Australia,1,7,0,1505,0,0.0
2024-02-28,S104234,U1610,direct,organic,desktop,Australia,1,5,1,233,0,0.0
2024-06-05,S104235,U6466,instagram,none,mobile,India,1,5,0,1781,2,496.45
2024-03-23,S104236,U6104,bing,organic,tablet,Canada,1,3,1,453,0,0.0
2024-05-13,S104237,U6057,linkedin,none,mobile,India,1,5,1,1788,0,0.0
2024-04-30,S104238,U3775,google,email,desktop,Canada,1,8,0,222,1,431.37
2024-06-25,S104239,U4998,direct,email,mobile,United States,1,14,0,1346,1,138.18
2024-06-16,S104240,U1672,instagram,organic,mobile,United States,1,8,0,1757,0,0.0
2024-03-23,S104241,U7566,direct,organic,mobile,United Kingdom,1,2,0,926,0,0.0
2024-01-27,S104242,U4677,linkedin,referral,mobile,Canada,1,11,0,810,0,0.0
2024-03-20,S104243,U6796,facebook,none,mobile,India,1,1,0,1466,0,0.0
2024-05-13,S104244,U7258,direct,referral,desktop,India,1,2,0,1492,0,0.0
2024-01-13,S104245,U7363,direct,cpc,mobile,India,1,11,0,330,1,100.46
2024-03-04,S104246,U1030,bing,cpc,mobile,United Kingdom,1,7,0,289,0,0.0
2024-05-26,S104247,U6462,google,organic,mobile,Australia,1,3,1,1245,0,0.0
2024-03-20,S104248,U2400,linkedin,email,desktop,India,1,8,0,1324,0,0.0
2024-05-02,S104249,U6249,direct,cpc,mobile,United States,1,4,0,1033,0,0.0
2024-02-12,S104250,U5071,linkedin,cpc,desktop,India,1,10,0,645,0,0.0
2024-03-29,S104251,U1616,google,referral,mobile,India,1,10,0,461,0,0.0
2024-05-27,S104252,U5634,bing,referral,mobile,India,1,8,0,745,0,0.0
2024-04-04,S104253,U3786,linkedin,cpc,desktop,Australia,1,14,0,725,0,0.0
2024-06-20,S104254,U1870,email,organic,desktop,India,1,2,0,1270,0,0.0
2024-05-30,S104255,U5196,google,referral,mobile,Australia,1,13,0,1144,0,0.0
2024-01-02,S104256,U4604,google,cpc,mobile,Australia,1,14,0,227,0,0.0
2024-04-29,S104257,U2412,instagram,email,mobile,United Kingdom,1,5,0,1012,0,0.0
2024-01-22,S104258,U3739,bing,referral,desktop,United States,1,6,0,1452,0,0.0
2024-04-24,S104259,U1940,bing,cpc,mobile,India,1,1,0,68,0,0.0
2024-02-26,S104260,U1340,email,none,desktop,India,1,14,0,738,0,0.0
2024-03-12,S104261,U3908,linkedin,referral,mobile,India,1,1,1,500,0,0.0
2024-01-07,S104262,U6139,facebook,none,desktop,Australia,1,14,0,108,0,0.0
2024-04-28,S104263,U5133,email,referral,mobile,Canada,1,9,0,758,0,0.0
2024-04-23,S104264,U1659,instagram,referral,desktop,United States,1,5,0,1147,0,0.0
2024-01-16,S104265,U3033,bing,none,tablet,India,1,14,1,713,0,0.0
2024-03-23,S104266,U2560,google,organic,mobile,Canada,1,4,1,72,0,0.0
2024-06-27,S104267,U4457,bing,cpc,mobile,Canada,1,14,1,161,0,0.0
2024-03-12,S104268,U2656,email,organic,desktop,Canada,1,1,0,106,0,0.0
2024-05-03,S104269,U3975,facebook,organic,mobile,United States,1,3,1,1285,1,220.23
2024-04-22,S104270,U2049,direct,cpc,desktop,Canada,1,13,0,68,0,0.0
2024-01-12,S104271,U1453,direct,email,desktop,India,1,4,0,1619,0,0.0
2024-05-05,S104272,U2704,bing,organic,mobile,India,1,11,0,180,0,0.0
2024-02-22,S104273,U6442,bing,organic,mobile,United Kingdom,1,11,0,1753,0,0.0
2024-03-15,S104274,U3784,instagram,organic,desktop,Australia,1,5,0,1005,0,0.0
2024-05-12,S104275,U1818,bing,email,desktop,Canada,1,14,0,1472,1,745.49
2024-01-27,S104276,U5868,facebook,referral,mobile,Australia,1,10,1,1239,0,0.0
2024-05-19,S104277,U1012,bing,none,mobile,Australia,1,12,1,347,0,0.0
2024-05-24,S104278,U4979,linkedin,none,desktop,Australia,1,14,0,1517,1,221.72
2024-05-13,S104279,U1920,email,email,mobile,Australia,1,5,0,1485,0,0.0
2024-04-06,S104280,U5920,facebook,organic,mobile,Australia,1,10,1,1188,0,0.0
2024-01-05,S104281,U3418,instagram,none,desktop,India,1,8,1,1556,0,0.0
2024-02-26,S104282,U2314,linkedin,email,desktop,United States,1,13,0,1738,0,0.0
2024-06-04,S104283,U7475,linkedin,cpc,mobile,Canada,1,13,0,1322,0,0.0
2024-03-18,S104284,U4677,email,none,tablet,Canada,1,3,0,466,0,0.0
2024-03-09,S104285,U7404,direct,cpc,mobile,India,1,7,0,656,0,0.0
2024-04-27,S104286,U3017,facebook,organic,desktop,India,1,14,0,1551,0,0.0
2024-04-29,S104287,U2228,email,none,desktop,Australia,1,13,0,1786,0,0.0
2024-02-28,S104288,U5792,linkedin,email,desktop,United States,1,6,0,580,0,0.0
2024-02-02,S104289,U7830,instagram,referral,mobile,Canada,1,10,0,369,1,41.05
2024-03-02,S104290,U6045,email,none,desktop,United Kingdom,1,11,1,1295,0,0.0
2024-02-19,S104291,U3434,direct,none,desktop,India,1,10,0,1274,0,0.0
2024-04-21,S104292,U3868,linkedin,none,desktop,United Kingdom,1,10,0,687,0,0.0
2024-01-19,S104293,U3515,email,none,desktop,Canada,1,11,1,947,0,0.0
2024-05-02,S104294,U2438,facebook,email,desktop,India,1,6,0,1729,0,0.0
2024-02-16,S104295,U5164,direct,email,desktop,Canada,1,10,0,390,0,0.0
2024-06-15,S104296,U4543,facebook,referral,mobile,India,1,9,0,1025,0,0.0
2024-02-02,S104297,U4175,facebook,email,desktop,Canada,1,14,1,800,0,0.0
2024-05-20,S104298,U2781,facebook,email,mobile,United Kingdom,1,7,1,219,0,0.0
2024-03-24,S104299,U7343,email,organic,desktop,United States,1,13,0,442,0,0.0
2024-05-14,S104300,U3263,direct,organic,desktop,India,1,11,1,358,0,0.0
2024-03-19,S104301,U2969,email,cpc,desktop,United Kingdom,1,7,0,1275,1,161.36
2024-01-14,S104302,U1211,email,referral,desktop,Canada,1,11,1,1739,0,0.0
2024-05-26,S104303,U1507,email,organic,desktop,United Kingdom,1,14,1,121,0,0.0
2024-05-07,S104304,U7159,linkedin,referral,mobile,India,1,1,0,469,0,0.0
2024-02-23,S104305,U6617,bing,referral,desktop,United Kingdom,1,1,1,1159,0,0.0
2024-05-27,S104306,U1331,google,none,desktop,Canada,1,9,0,274,0,0.0
2024-01-29,S104307,U7860,linkedin,referral,mobile,Australia,1,9,0,1358,0,0.0
2024-01-24,S104308,U1550,direct,none,desktop,United States,1,12,1,1608,0,0.0
2024-03-22,S104309,U6720,google,cpc,mobile,United States,1,11,0,938,0,0.0
2024-03-03,S104310,U1941,google,cpc,desktop,Australia,1,10,0,862,0,0.0
2024-04-14,S104311,U7399,google,cpc,desktop,India,1,3,0,1651,0,0.0
2024-02-26,S104312,U1727,bing,none,mobile,United Kingdom,1,11,1,126,0,0.0
2024-05-15,S104313,U5975,email,none,tablet,United Kingdom,1,11,1,967,0,0.0
2024-03-02,S104314,U3862,instagram,cpc,desktop,Australia,1,8,0,983,0,0.0
2024-06-05,S104315,U4243,direct,none,desktop,Australia,1,9,0,1530,0,0.0
2024-01-17,S104316,U1648,bing,email,desktop,Canada,1,1,1,1319,1,337.44
2024-03-06,S104317,U6095,bing,email,desktop,Canada,1,12,0,604,0,0.0
2024-01-06,S104318,U6617,instagram,none,mobile,United States,1,14,1,132,0,0.0
2024-02-27,S104319,U7614,google,none,desktop,India,1,3,1,1307,0,0.0
2024-03-09,S104320,U3737,email,organic,mobile,India,1,13,0,1508,0,0.0
2024-06-04,S104321,U6708,instagram,organic,desktop,Australia,1,6,0,858,1,196.36
2024-03-02,S104322,U3747,instagram,referral,mobile,United States,1,4,0,542,0,0.0
2024-06-17,S104323,U7650,bing,referral,desktop,United States,1,8,0,695,0,0.0
2024-03-22,S104324,U2009,direct,referral,mobile,Canada,1,9,0,1546,0,0.0
2024-06-17,S104325,U2550,facebook,cpc,desktop,United Kingdom,1,7,1,1314,1,162.12
2024-06-25,S104326,U1803,email,email,mobile,India,1,11,1,64,0,0.0
2024-06-25,S104327,U5080,instagram,cpc,mobile,United States,1,1,0,1434,0,0.0
2024-03-11,S104328,U7974,email,none,desktop,Canada,1,14,1,426,1,72.77
2024-05-10,S104329,U5309,instagram,organic,mobile,Canada,1,2,0,56,1,75.61
2024-01-10,S104330,U5264,google,none,mobile,Canada,1,1,0,335,0,0.0
2024-04-07,S104331,U4401,email,none,mobile,United Kingdom,1,9,0,1789,0,0.0
2024-03-29,S104332,U6073,google,organic,desktop,United States,1,4,1,728,0,0.0
2024-02-04,S104333,U6424,bing,none,mobile,Australia,1,10,0,1724,0,0.0
2024-01-02,S104334,U5241,google,referral,mobile,Australia,1,14,0,610,0,0.0
2024-05-03,S104335,U6894,email,organic,desktop,Canada,1,8,0,194,1,112.02
2024-01-24,S104336,U5611,linkedin,none,desktop,Canada,1,5,0,1311,0,0.0
2024-03-14,S104337,U4161,email,referral,tablet,United Kingdom,1,5,0,131,1,245.56
2024-06-14,S104338,U5548,instagram,referral,desktop,Canada,1,5,0,484,0,0.0
2024-01-22,S104339,U5155,google,email,desktop,United States,1,11,1,222,0,0.0
2024-06-02,S104340,U1527,direct,referral,desktop,Canada,1,5,0,945,0,0.0
2024-06-19,S104341,U4298,linkedin,cpc,mobile,Canada,1,3,0,927,1,464.16
2024-02-08,S104342,U2023,bing,organic,tablet,United States,1,6,0,839,0,0.0
2024-06-05,S104343,U7617,facebook,organic,tablet,India,1,14,1,328,0,0.0
2024-01-20,S104344,U6660,instagram,organic,mobile,Australia,1,1,0,50,0,0.0
2024-02-10,S104345,U4734,instagram,none,desktop,Canada,1,8,1,74,1,127.97
2024-05-27,S104346,U7900,direct,none,desktop,United States,1,13,1,1533,0,0.0
2024-04-17,S104347,U7925,facebook,cpc,desktop,Australia,1,4,1,525,1,194.27
2024-05-26,S104348,U6198,facebook,referral,desktop,United Kingdom,1,6,1,712,0,0.0
2024-03-24,S104349,U1432,bing,none,desktop,India,1,2,0,1743,0,0.0
2024-04-20,S104350,U2176,bing,referral,mobile,Canada,1,2,0,252,1,358.18
2024-03-06,S104351,U1400,linkedin,referral,mobile,India,1,8,0,328,0,0.0
2024-06-06,S104352,U3104,instagram,none,mobile,Canada,1,14,1,1534,0,0.0
2024-02-22,S104353,U4050,google,none,tablet,Canada,1,1,1,1077,0,0.0
2024-02-03,S104354,U3233,bing,cpc,tablet,Canada,1,8,1,1391,0,0.0
2024-05-29,S104355,U3445,direct,email,mobile,India,1,10,0,1137,0,0.0
2024-03-07,S104356,U5700,direct,organic,desktop,United Kingdom,1,10,0,1113,0,0.0
2024-05-13,S104357,U3835,direct,none,desktop,United States,1,1,0,317,0,0.0
2024-01-27,S104358,U7301,email,none,desktop,United States,1,9,0,1687,0,0.0
2024-01-10,S104359,U6906,bing,referral,desktop,United Kingdom,1,1,0,546,0,0.0
2024-03-13,S104360,U6559,bing,email,desktop,United Kingdom,1,4,0,927,0,0.0
2024-04-05,S104361,U7732,direct,none,mobile,Canada,1,9,1,183,0,0.0
2024-02-17,S104362,U3513,bing,email,desktop,Canada,1,1,0,310,0,0.0
2024-03-10,S104363,U7589,email,organic,desktop,United States,1,9,0,463,0,0.0
2024-04-09,S104364,U2773,google,referral,mobile,Canada,1,14,0,371,0,0.0
2024-02-28,S104365,U7944,google,cpc,mobile,Canada,1,8,0,115,0,0.0
2024-01-02,S104366,U6649,linkedin,organic,desktop,United Kingdom,1,5,1,1640,0,0.0
2024-06-05,S104367,U2096,instagram,email,desktop,India,1,6,0,808,0,0.0
2024-03-05,S104368,U1928,google,email,tablet,Australia,1,5,0,220,0,0.0
2024-03-23,S104369,U2951,linkedin,organic,desktop,Australia,1,4,0,1305,0,0.0
2024-06-02,S104370,U2973,facebook,email,mobile,Canada,1,12,1,1121,0,0.0
2024-01-10,S104371,U7160,instagram,cpc,desktop,Canada,1,10,0,1199,0,0.0
2024-02-22,S104372,U2554,google,cpc,desktop,Australia,1,14,0,1020,0,0.0
2024-03-19,S104373,U3778,email,email,desktop,United Kingdom,1,13,0,905,0,0.0
2024-02-28,S104374,U5421,facebook,email,mobile,Australia,1,12,0,1687,0,0.0
2024-05-29,S104375,U1994,linkedin,cpc,mobile,Australia,1,4,1,1607,0,0.0
2024-06-27,S104376,U1612,google,email,desktop,Australia,1,14,0,691,0,0.0
2024-02-17,S104377,U3593,google,none,desktop,Canada,1,10,0,603,0,0.0
2024-05-28,S104378,U1595,bing,referral,desktop,Canada,1,8,0,1308,0,0.0
2024-05-02,S104379,U6016,facebook,none,mobile,Australia,1,8,1,160,0,0.0
2024-01-22,S104380,U1841,google,email,desktop,Canada,1,9,0,868,0,0.0
2024-04-09,S104381,U6321,direct,email,desktop,Australia,1,3,1,988,2,209.24
2024-04-07,S104382,U5439,email,referral,desktop,United Kingdom,1,10,0,1430,0,0.0
2024-06-06,S104383,U6972,bing,email,desktop,Canada,1,8,1,1585,0,0.0
2024-01-25,S104384,U1858,bing,referral,mobile,India,1,3,1,1252,0,0.0
2024-01-28,S104385,U6519,google,cpc,mobile,Canada,1,2,0,868,0,0.0
2024-04-22,S104386,U1444,email,referral,desktop,United Kingdom,1,2,0,250,0,0.0
2024-02-14,S104387,U2788,bing,referral,desktop,United Kingdom,1,9,0,1463,0,0.0
2024-03-08,S104388,U5317,instagram,none,desktop,Canada,1,4,1,672,0,0.0
2024-01-07,S104389,U4454,facebook,email,desktop,United States,1,5,0,1224,0,0.0
2024-02-18,S104390,U4952,instagram,cpc,mobile,Australia,1,2,0,1198,1,143.9
2024-05-16,S104391,U5687,linkedin,organic,desktop,Australia,1,9,0,517,0,0.0
2024-06-12,S104392,U2030,instagram,referral,desktop,United Kingdom,1,7,0,881,0,0.0
2024-03-23,S104393,U2295,email,organic,desktop,Canada,1,3,0,383,0,0.0
2024-05-08,S104394,U6113,direct,email,mobile,United States,1,6,1,1234,0,0.0
2024-05-17,S104395,U3063,bing,referral,mobile,India,1,7,1,977,1,193.49
2024-06-12,S104396,U2447,email,organic,mobile,Australia,1,14,0,190,0,0.0
2024-03-13,S104397,U3045,bing,none,mobile,United States,1,12,0,493,1,413.38
2024-02-15,S104398,U5619,direct,organic,mobile,Australia,1,6,0,1113,0,0.0
2024-04-15,S104399,U3850,bing,none,mobile,Canada,1,10,1,244,0,0.0
2024-06-08,S104400,U4824,instagram,cpc,desktop,Australia,1,11,0,609,0,0.0
2024-02-01,S104401,U3068,linkedin,email,desktop,India,1,10,0,1245,0,0.0
2024-01-06,S104402,U4761,google,organic,mobile,Canada,1,6,0,517,0,0.0
2024-06-24,S104403,U3275,direct,referral,mobile,United Kingdom,1,13,1,254,1,42.06
2024-06-14,S104404,U2808,instagram,email,mobile,United States,1,8,0,1445,0,0.0
2024-05-24,S104405,U2311,email,organic,mobile,Australia,1,14,0,738,0,0.0
2024-03-14,S104406,U7952,instagram,referral,desktop,Canada,1,8,0,190,1,213.95
2024-04-23,S104407,U5055,instagram,referral,desktop,Canada,1,5,0,484,0,0.0
2024-01-27,S104408,U6402,google,referral,tablet,Australia,1,14,0,1164,2,278.35
2024-02-23,S104409,U3451,facebook,referral,mobile,United Kingdom,1,4,0,1112,0,0.0
2024-06-26,S104410,U2089,bing,organic,desktop,Australia,1,11,0,574,0,0.0
2024-06-11,S104411,U2672,bing,cpc,desktop,United Kingdom,1,5,1,1606,0,0.0
2024-03-25,S104412,U4675,email,none,desktop,Australia,1,9,0,1726,0,0.0
2024-05-06,S104413,U5532,linkedin,none,desktop,Canada,1,12,0,58,0,0.0
2024-06-01,S104414,U5924,email,none,desktop,India,1,10,0,796,0,0.0
2024-06-04,S104415,U5354,facebook,cpc,mobile,India,1,6,0,214,0,0.0
2024-04-20,S104416,U3003,bing,referral,desktop,Canada,1,3,0,1277,0,0.0
2024-01-15,S104417,U7085,linkedin,referral,mobile,India,1,3,1,386,1,130.77
2024-05-11,S104418,U5198,email,email,mobile,United Kingdom,1,14,0,521,0,0.0
2024-04-02,S104419,U6088,linkedin,none,mobile,Canada,1,1,1,762,1,25.07
2024-05-02,S104420,U5864,instagram,none,mobile,United Kingdom,1,5,1,1651,0,0.0
2024-03-13,S104421,U2124,direct,referral,mobile,Canada,1,6,0,607,0,0.0
2024-06-03,S104422,U2221,instagram,none,mobile,United Kingdom,1,8,1,143,0,0.0
2024-06-02,S104423,U3860,google,referral,desktop,United Kingdom,1,11,0,407,1,41.0
2024-05-26,S104424,U3273,bing,referral,tablet,India,1,9,0,1338,0,0.0
2024-04-01,S104425,U3990,linkedin,referral,desktop,Canada,1,7,1,126,0,0.0
2024-01-17,S104426,U3510,email,organic,mobile,Australia,1,1,0,871,1,362.79
2024-02-12,S104427,U1236,direct,organic,desktop,India,1,7,0,153,0,0.0
2024-04-30,S104428,U2144,email,organic,desktop,United Kingdom,1,10,0,185,1,286.74
2024-02-10,S104429,U7649,bing,organic,desktop,United Kingdom,1,9,0,139,1,555.57
2024-06-18,S104430,U4253,linkedin,cpc,mobile,Australia,1,4,0,82,1,155.33
2024-06-26,S104431,U4782,linkedin,email,desktop,Australia,1,11,1,1227,0,0.0
2024-06-16,S104432,U7957,instagram,email,mobile,United Kingdom,1,12,0,1732,0,0.0
2024-02-08,S104433,U1766,direct,referral,mobile,Australia,1,7,1,617,0,0.0
2024-04-22,S104434,U3681,direct,none,desktop,United States,1,9,0,1367,0,0.0
2024-05-30,S104435,U6086,bing,organic,mobile,India,1,1,0,755,0,0.0
2024-04-20,S104436,U3665,linkedin,email,desktop,Canada,1,12,0,1747,0,0.0
2024-06-28,S104437,U2759,direct,email,desktop,Australia,1,10,0,1443,1,282.27
2024-02-16,S104438,U7416,direct,organic,mobile,Australia,1,9,0,74,0,0.0
2024-03-03,S104439,U7375,email,cpc,desktop,United States,1,4,1,965,2,260.59
2024-04-19,S104440,U4491,bing,cpc,tablet,Canada,1,12,0,1716,0,0.0
2024-03-09,S104441,U3815,instagram,email,mobile,United States,1,8,0,1170,0,0.0
2024-02-12,S104442,U4513,email,cpc,mobile,Canada,1,3,0,151,0,0.0
2024-06-24,S104443,U1495,email,organic,mobile,India,1,2,0,511,1,171.54
2024-02-03,S104444,U6143,facebook,email,mobile,Australia,1,13,0,1223,0,0.0
2024-02-09,S104445,U4180,google,organic,desktop,India,1,12,0,707,0,0.0
2024-03-01,S104446,U6822,facebook,cpc,desktop,Canada,1,8,1,1453,0,0.0
2024-06-26,S104447,U7645,direct,organic,desktop,Australia,1,8,1,1714,0,0.0
2024-03-02,S104448,U4930,linkedin,cpc,mobile,United States,1,3,0,529,0,0.0
2024-02-27,S104449,U3072,google,cpc,desktop,United Kingdom,1,13,0,103,2,73.74
2024-06-09,S104450,U7431,google,organic,tablet,United States,1,8,0,1000,0,0.0
2024-03-15,S104451,U1337,linkedin,cpc,desktop,United Kingdom,1,11,1,178,0,0.0
2024-01-16,S104452,U4949,google,referral,desktop,United States,1,11,1,1590,0,0.0
2024-03-22,S104453,U7033,linkedin,organic,desktop,Canada,1,6,1,921,0,0.0
2024-04-03,S104454,U4108,google,referral,mobile,India,1,10,0,1114,2,337.85
2024-02-17,S104455,U2817,email,organic,mobile,United Kingdom,1,9,0,1107,0,0.0
2024-05-17,S104456,U1136,bing,cpc,desktop,Canada,1,10,0,1276,1,295.17
2024-03-22,S104457,U3555,bing,cpc,mobile,India,1,13,1,1784,1,550.56
2024-02-07,S104458,U7370,facebook,email,desktop,India,1,6,1,502,1,340.2
2024-05-06,S104459,U5415,email,email,mobile,Australia,1,8,0,1369,0,0.0
2024-01-19,S104460,U6959,google,referral,desktop,Australia,1,2,1,199,1,245.25
2024-06-12,S104461,U1915,instagram,cpc,desktop,Australia,1,1,1,730,0,0.0
2024-03-03,S104462,U6301,linkedin,email,mobile,United Kingdom,1,10,0,61,0,0.0
2024-03-17,S104463,U6993,email,cpc,mobile,United Kingdom,1,10,1,82,0,0.0
2024-06-22,S104464,U7229,google,organic,desktop,India,1,2,0,969,0,0.0
2024-05-10,S104465,U4538,bing,email,desktop,United Kingdom,1,12,0,168,2,179.55
2024-04-11,S104466,U6021,bing,referral,mobile,India,1,4,0,1427,0,0.0
2024-03-05,S104467,U3100,linkedin,email,mobile,Canada,1,10,0,1100,1,355.26
2024-04-29,S104468,U3907,instagram,cpc,mobile,United States,1,9,1,119,0,0.0
2024-03-31,S104469,U3914,google,none,mobile,India,1,7,0,857,1,110.48
2024-01-08,S104470,U6354,google,none,tablet,India,1,9,0,65,0,0.0
2024-06-27,S104471,U2982,instagram,cpc,desktop,Canada,1,9,0,1045,1,406.72
2024-03-13,S104472,U4870,instagram,organic,desktop,Australia,1,9,0,958,1,646.72
2024-05-13,S104473,U5528,instagram,email,desktop,Australia,1,8,0,1278,0,0.0
2024-04-16,S104474,U4567,bing,none,desktop,Australia,1,6,0,583,0,0.0
2024-03-29,S104475,U1998,linkedin,organic,mobile,India,1,14,0,769,0,0.0
2024-02-08,S104476,U3147,email,cpc,mobile,India,1,11,1,298,0,0.0
2024-04-22,S104477,U6085,instagram,organic,desktop,United Kingdom,1,10,1,939,0,0.0
2024-01-28,S104478,U5694,linkedin,cpc,desktop,United Kingdom,1,7,0,215,1,78.75
2024-04-06,S104479,U7546,facebook,email,mobile,United States,1,2,1,1424,0,0.0
2024-02-06,S104480,U1395,google,organic,mobile,United States,1,11,1,898,0,0.0
2024-05-16,S104481,U4598,google,email,desktop,United Kingdom,1,1,0,1288,0,0.0
2024-03-22,S104482,U5510,direct,organic,mobile,India,1,13,0,1175,0,0.0
2024-02-25,S104483,U1938,facebook,cpc,desktop,Canada,1,5,1,453,0,0.0
2024-03-25,S104484,U2636,email,cpc,mobile,United Kingdom,1,8,0,862,0,0.0
2024-01-02,S104485,U3724,instagram,organic,tablet,India,1,3,0,1442,0,0.0
2024-02-27,S104486,U3510,instagram,cpc,desktop,United Kingdom,1,7,1,955,0,0.0
2024-04-16,S104487,U5636,email,referral,desktop,Australia,1,5,0,1170,0,0.0
2024-05-02,S104488,U2649,bing,referral,mobile,United Kingdom,1,12,1,1519,0,0.0
2024-06-16,S104489,U4690,facebook,email,desktop,Australia,1,10,0,1482,1,366.72
2024-06-12,S104490,U7041,instagram,referral,desktop,India,1,13,0,898,0,0.0
2024-04-23,S104491,U4435,direct,referral,mobile,Australia,1,8,0,1045,2,326.16
2024-04-16,S104492,U4201,linkedin,none,desktop,United Kingdom,1,6,0,471,0,0.0
2024-02-06,S104493,U5179,google,none,desktop,Australia,1,6,1,68,0,0.0
2024-03-19,S104494,U5366,facebook,none,mobile,Canada,1,7,0,937,0,0.0
2024-04-01,S104495,U3291,google,none,desktop,Australia,1,7,1,1215,0,0.0
2024-01-18,S104496,U5483,linkedin,cpc,desktop,Australia,1,4,0,1674,0,0.0
2024-04-07,S104497,U1213,facebook,email,desktop,United States,1,10,0,1579,1,178.45
2024-03-03,S104498,U7961,linkedin,email,desktop,Canada,1,12,1,195,2,57.37
2024-05-29,S104499,U4237,instagram,referral,mobile,India,1,10,0,1498,2,104.98
2024-05-18,S104500,U4862,email,email,tablet,Australia,1,10,1,472,0,0.0
2024-01-04,S104501,U1058,instagram,referral,mobile,Canada,1,13,0,360,0,0.0
2024-05-14,S104502,U6721,email,email,desktop,India,1,8,1,1022,0,0.0
2024-03-01,S104503,U3930,instagram,organic,desktop,Canada,1,6,0,1388,0,0.0
2024-04-16,S104504,U5938,linkedin,organic,mobile,United States,1,11,1,1165,0,0.0
2024-02-23,S104505,U3971,linkedin,email,mobile,India,1,13,1,1799,0,0.0
2024-03-28,S104506,U2527,linkedin,cpc,mobile,India,1,8,0,743,1,457.44
2024-03-08,S104507,U6825,google,referral,mobile,Australia,1,7,0,864,0,0.0
2024-05-08,S104508,U1122,linkedin,email,desktop,United Kingdom,1,1,0,168,1,265.29
2024-02-24,S104509,U4719,instagram,referral,desktop,India,1,4,0,1219,1,110.12
2024-01-03,S104510,U2436,direct,none,mobile,India,1,7,0,1467,0,0.0
2024-06-14,S104511,U2162,linkedin,email,mobile,United States,1,9,0,1222,1,308.09
2024-04-30,S104512,U4300,direct,cpc,desktop,United States,1,2,0,798,0,0.0
2024-05-08,S104513,U4345,email,none,desktop,United States,1,5,0,153,0,0.0
2024-04-11,S104514,U3486,instagram,email,desktop,Australia,1,9,1,1603,0,0.0
2024-02-07,S104515,U1561,linkedin,organic,desktop,India,1,9,1,911,0,0.0
2024-03-25,S104516,U4981,google,email,desktop,United States,1,6,1,790,0,0.0
2024-06-05,S104517,U7261,google,organic,mobile,United States,1,7,0,1151,0,0.0
2024-05-12,S104518,U2737,email,organic,mobile,Canada,1,9,0,1113,1,321.03
2024-04-01,S104519,U1904,direct,email,mobile,Canada,1,14,0,1072,1,271.64
2024-01-21,S104520,U4554,bing,email,tablet,United States,1,14,1,1177,0,0.0
2024-04-18,S104521,U5490,google,organic,desktop,Australia,1,10,0,255,0,0.0
2024-02-16,S104522,U2726,google,referral,mobile,United Kingdom,1,8,0,641,0,0.0
2024-03-24,S104523,U3923,google,none,mobile,Canada,1,14,0,353,0,0.0
2024-03-23,S104524,U4531,instagram,cpc,mobile,Canada,1,10,0,1070,0,0.0
2024-02-04,S104525,U4906,google,email,mobile,India,1,6,0,1133,0,0.0
2024-03-09,S104526,U6812,facebook,none,desktop,India,1,6,0,626,0,0.0
2024-05-08,S104527,U1934,linkedin,none,mobile,United States,1,7,0,1509,0,0.0
2024-05-19,S104528,U6197,email,referral,desktop,India,1,7,0,570,0,0.0
2024-01-27,S104529,U6531,google,none,desktop,India,1,2,0,675,0,0.0
2024-02-25,S104530,U1074,bing,email,desktop,United Kingdom,1,9,0,1019,0,0.0
2024-01-23,S104531,U1294,bing,none,desktop,Australia,1,4,1,735,0,0.0
2024-06-01,S104532,U1020,google,email,desktop,United States,1,13,0,660,0,0.0
2024-01-21,S104533,U4242,google,email,desktop,United Kingdom,1,13,0,1431,0,0.0
2024-03-01,S104534,U2038,facebook,organic,desktop,United States,1,10,1,908,0,0.0
2024-03-03,S104535,U6330,google,referral,desktop,Australia,1,9,1,220,0,0.0
2024-05-01,S104536,U5655,google,cpc,desktop,United States,1,12,0,1718,0,0.0
2024-02-21,S104537,U2109,linkedin,organic,mobile,India,1,11,0,884,0,0.0
2024-03-28,S104538,U6268,bing,cpc,mobile,Australia,1,10,1,520,0,0.0
2024-06-01,S104539,U4771,facebook,email,mobile,United Kingdom,1,3,0,434,0,0.0
2024-02-24,S104540,U1371,bing,organic,mobile,United Kingdom,1,5,1,1325,0,0.0
2024-02-15,S104541,U7123,facebook,none,desktop,Canada,1,5,0,1697,0,0.0
2024-02-01,S104542,U5913,bing,none,desktop,United Kingdom,1,7,1,904,0,0.0
